-- DTU dataset for estimating relative camera pose (Training data)
31 47 70 0.994703 0.098902 -0.021560 -0.017852 -0.149898 -0.279933 -0.948245
7 16 19 0.946381 0.126990 0.201316 0.218424 0.067644 -0.985639 -0.154724
46 47 55 0.994793 0.002835 0.100672 0.015646 0.799047 -0.575731 0.173371
13 28 42 0.994157 0.102120 0.032466 0.013035 0.195709 -0.786167 -0.586207
5 7 75 0.982813 0.115660 0.076098 0.122107 -0.800096 -0.518706 -0.301315
21 44 20 0.906547 0.205834 0.352727 0.106713 -0.161819 -0.896261 -0.412954
6 8 37 0.938524 0.039876 0.198791 0.279402 0.228400 -0.937950 0.260929
34 47 41 0.950415 0.107145 0.285261 0.062106 0.517503 -0.743902 -0.422848
6 37 49 0.938367 0.304134 0.145570 0.076020 -0.774754 -0.151706 -0.613792
34 35 9 0.994265 -0.006246 -0.100157 -0.036958 -0.058857 0.903756 -0.423983
17 43 61 0.953518 0.297188 0.047866 -0.013811 -0.410841 -0.041895 -0.910744
23 36 56 0.993197 0.095181 -0.054368 -0.039295 -0.159798 0.300402 -0.940332
25 26 24 0.992872 0.008775 0.101200 0.062340 0.703582 -0.671561 0.232331
4 6 52 0.957649 0.061288 -0.134920 -0.246876 0.525697 0.692254 -0.494395
44 47 37 0.954061 0.008367 0.295976 0.045778 0.742963 -0.667036 -0.055400
19 40 4 0.954607 0.295845 0.024286 -0.024734 -0.396475 0.299265 -0.867898
23 33 48 0.960918 0.113815 0.231449 0.100568 0.262878 -0.923607 -0.279008
7 17 10 0.979980 0.115947 0.112062 0.116784 -0.431338 -0.863247 -0.262205
44 45 65 0.994891 0.002881 0.099733 0.015367 0.498450 -0.816425 0.291544
11 32 1 0.943172 0.275616 -0.129012 -0.133488 -0.363786 0.051980 -0.930031
17 35 18 0.978658 0.200681 0.044174 0.002265 -0.465813 -0.309125 -0.829132
16 25 49 0.989763 0.106255 0.081045 0.050109 -0.068813 -0.898759 -0.433009
6 39 7 0.920874 0.386600 -0.003694 -0.050172 -0.316644 0.645400 -0.695123
13 28 17 0.994157 0.102120 0.032466 0.013035 0.195709 -0.786167 -0.586207
25 27 59 0.971828 0.017654 0.200023 0.123407 0.872267 -0.488626 0.019871
23 36 42 0.993197 0.095181 -0.054368 -0.039295 -0.159798 0.300402 -0.940332
27 30 21 0.989120 0.106075 0.095825 0.034739 0.513147 -0.656833 -0.552495
6 40 38 0.915963 0.392801 0.081920 0.002839 -0.617022 0.380589 -0.688793
47 48 57 0.994908 0.002899 0.099553 0.015435 0.903891 -0.415327 0.102395
37 42 52 0.988267 0.104762 0.110015 0.015835 -0.308731 -0.825631 -0.472249
17 34 58 0.967284 0.207049 0.134538 0.058245 -0.303941 -0.682007 -0.665197
23 25 63 0.971952 0.018481 0.199518 0.123131 0.563477 -0.803103 0.193698
24 42 42 0.965697 0.185631 -0.160933 -0.084089 0.128757 0.581934 -0.802979
8 18 47 0.985046 0.082158 -0.093817 -0.118883 -0.095819 0.659875 -0.745240
21 35 41 0.954738 0.115211 0.251215 0.109967 -0.098034 -0.986525 -0.130989
24 34 64 0.994276 0.102006 0.031671 0.002581 -0.243409 -0.607717 -0.755931
22 36 55 0.993198 0.103538 0.051788 0.012492 -0.426087 -0.587564 -0.687909
14 32 33 0.979150 0.193648 -0.038481 -0.047793 -0.329502 -0.251935 -0.909922
6 21 74 0.973318 0.206320 0.083793 0.055350 -0.778056 -0.132861 -0.613984
4 20 30 0.920116 0.251024 -0.180996 -0.240029 0.264261 0.789800 -0.553517
2 8 60 0.901267 0.039634 -0.210506 -0.376608 0.241150 0.779657 -0.577912
21 34 20 0.919318 0.118784 0.341828 0.154592 0.154749 -0.977757 -0.141578
14 15 43 0.990315 -0.012703 -0.100900 -0.094523 -0.380277 0.788514 -0.483358
24 38 1 0.919279 0.065180 -0.344212 -0.179431 0.661590 0.718906 -0.213242
35 41 72 0.974954 0.088717 -0.194184 -0.062339 0.367577 0.750256 -0.549547
8 18 59 0.985046 0.082158 -0.093817 -0.118883 -0.095819 0.659875 -0.745240
1 24 24 0.803176 0.189469 -0.357755 -0.437060 0.174196 0.662913 -0.728149
25 34 51 0.991502 0.094330 -0.074984 -0.049014 -0.315138 0.264145 -0.911546
31 46 3 0.987354 0.094107 -0.119989 -0.043340 -0.379096 0.287588 -0.879534
1 24 75 0.803176 0.189469 -0.357755 -0.437060 0.174196 0.662913 -0.728149
35 36 69 0.994237 -0.006517 -0.100438 -0.036901 0.148912 0.918196 -0.367070
31 46 36 0.987354 0.094107 -0.119989 -0.043340 -0.379096 0.287588 -0.879534
25 43 52 0.962588 0.185125 -0.176460 -0.089529 0.034789 0.565647 -0.823913
10 25 25 0.973810 0.183924 -0.085438 -0.102798 -0.527893 0.024847 -0.848947
16 24 61 0.994974 0.096914 -0.013065 -0.021534 -0.497280 -0.265974 -0.825815
30 46 10 0.968602 0.087755 -0.221973 -0.069551 -0.372522 0.437985 -0.818167
38 40 26 0.994694 0.100955 0.018196 -0.007858 -0.259907 -0.248342 -0.933153
13 26 73 0.976258 0.080041 -0.154004 -0.129602 -0.538538 0.322493 -0.778444
20 39 26 0.979826 0.198180 -0.001843 -0.025732 -0.191145 0.208361 -0.959192
10 24 51 0.953573 0.169084 -0.170626 -0.181647 -0.293127 0.493446 -0.818894
19 39 39 0.952813 0.288147 -0.066285 -0.068744 0.001301 0.560441 -0.828193
3 23 8 0.940967 0.268072 -0.118997 -0.168992 -0.421792 0.481439 -0.768315
33 43 3 0.972643 0.088889 -0.204479 -0.065210 0.048177 0.725245 -0.686803
12 28 58 0.990381 0.089759 -0.077416 -0.071379 -0.576123 -0.362025 -0.732817
30 31 29 0.994260 -0.005782 -0.100203 -0.037052 -0.767845 0.466200 -0.439398
10 26 52 0.980309 0.196234 0.001353 -0.021995 -0.391390 -0.507637 -0.767540
34 45 70 0.990238 0.103233 0.092922 0.011725 0.132486 -0.814967 -0.564159
23 46 77 0.919189 0.205448 0.322139 0.095440 0.126070 -0.780170 -0.612732
4 7 70 0.990162 0.085476 -0.050158 -0.098776 -0.452252 0.542395 -0.708008
19 42 67 0.929067 0.301814 0.204236 0.063489 -0.634980 -0.387207 -0.668485
10 33 71 0.951531 0.283930 -0.074469 -0.091798 -0.403024 0.041028 -0.914270
34 35 70 0.994265 -0.006246 -0.100157 -0.036958 -0.058857 0.903756 -0.423983
9 37 28 0.900484 0.245776 -0.268190 -0.238324 0.340738 0.734885 -0.586380
9 25 45 0.978367 0.201525 0.043423 0.017300 -0.423259 -0.555033 -0.716093
37 43 43 0.971421 0.107869 0.207391 0.041169 -0.132946 -0.965650 -0.223263
21 42 28 0.962845 0.205910 0.170555 0.037981 -0.489621 -0.611469 -0.621592
35 42 32 0.990010 0.094874 -0.097313 -0.037541 0.097490 0.522878 -0.846814
21 39 66 0.972980 0.190289 -0.112507 -0.066647 0.333800 0.506942 -0.794724
21 24 55 0.937398 0.028342 0.295293 0.182441 0.407935 -0.887607 0.213875
5 21 43 0.951141 0.300117 0.062335 0.037087 -0.788296 0.203021 -0.580837
1 35 2 0.736932 0.251474 -0.439581 -0.447728 0.471181 0.627958 -0.619401
9 36 11 0.929526 0.263864 -0.186822 -0.177354 -0.020268 0.647129 -0.762111
21 35 7 0.954738 0.115211 0.251215 0.109967 -0.098034 -0.986525 -0.130989
31 45 62 0.969947 0.088446 -0.216226 -0.068019 -0.246840 0.562759 -0.788906
3 22 54 0.914562 0.247555 -0.194175 -0.254145 -0.024323 0.733280 -0.679492
18 22 4 0.994734 0.100368 0.020424 0.003772 -0.583567 -0.289184 -0.758830
17 22 17 0.988936 0.086896 -0.089399 -0.080387 -0.076029 0.571691 -0.816939
24 36 48 0.979281 0.085222 -0.159885 -0.090459 0.130109 0.710471 -0.691594
32 46 29 0.994778 0.099330 -0.016530 -0.016673 -0.135295 -0.261609 -0.955644
32 46 20 0.994778 0.099330 -0.016530 -0.016673 -0.135295 -0.261609 -0.955644
4 6 76 0.957649 0.061288 -0.134920 -0.246876 0.525697 0.692254 -0.494395
14 33 2 0.968966 0.183847 -0.128954 -0.103330 -0.347422 0.208057 -0.914336
32 35 12 0.948761 -0.016834 -0.295960 -0.109441 0.066638 0.849761 -0.522939
4 5 32 0.967153 -0.031908 -0.102783 -0.230290 0.889473 0.434071 -0.142900
47 48 28 0.994908 0.002899 0.099553 0.015435 0.903891 -0.415327 0.102395
3 7 30 0.932181 0.050545 -0.173770 -0.313509 0.412686 0.747711 -0.520210
9 35 26 0.947759 0.279320 -0.103278 -0.114312 -0.329264 0.380643 -0.864116
19 21 26 0.993938 0.102367 0.036581 0.016421 -0.653895 -0.258880 -0.710917
36 44 51 0.972793 0.107594 0.201258 0.039896 0.042853 -0.958059 -0.283348
17 25 57 0.965652 0.116273 0.190283 0.133377 0.204098 -0.948179 -0.243517
19 38 55 0.980045 0.197643 0.006959 -0.020032 -0.425676 0.199753 -0.882553
13 26 1 0.976258 0.080041 -0.154004 -0.129602 -0.538538 0.322493 -0.778444
7 19 21 0.989625 0.086765 -0.069340 -0.091138 -0.045446 0.634846 -0.771301
22 35 43 0.981137 0.110070 0.147505 0.059131 -0.199081 -0.927575 -0.316182
42 44 42 0.979460 0.006715 0.199161 0.030792 0.307893 -0.907594 0.285437
26 28 25 0.972038 0.017923 0.199078 0.123245 0.954664 -0.288423 -0.073684
25 43 38 0.962588 0.185125 -0.176460 -0.089529 0.034789 0.565647 -0.823913
22 25 37 0.937339 0.027702 0.295442 0.182597 0.600104 -0.792479 0.108868
15 27 46 0.974779 0.113206 0.158263 0.109285 0.527339 -0.770160 -0.358840
5 8 18 0.940040 0.132249 0.160500 0.270322 -0.254779 -0.959550 -0.119800
10 15 40 0.991889 0.090355 -0.053057 -0.071949 -0.671508 -0.111312 -0.732589
12 47 19 0.928740 0.270465 -0.212414 -0.138459 -0.193768 0.185570 -0.963337
8 42 31 0.919924 0.382052 -0.045171 -0.075738 -0.328817 0.463514 -0.822821
19 41 19 0.946725 0.300281 0.114734 0.019461 -0.615406 -0.058275 -0.786053
8 24 69 0.972926 0.206571 0.086358 0.057315 -0.488283 -0.594698 -0.638681
16 17 15 0.990226 -0.013752 -0.101728 -0.094418 0.161855 0.901384 -0.401635
3 38 52 0.829405 0.303800 -0.321240 -0.341465 0.557369 0.723646 -0.407034
15 26 4 0.991600 0.104802 0.065486 0.038182 0.048090 -0.872070 -0.487013
39 40 16 0.994899 0.003509 0.099626 0.015449 -0.469551 -0.808987 0.353641
27 28 68 0.992978 0.009052 0.100251 0.062147 0.949820 -0.302525 0.079497
10 35 60 0.911450 0.253587 -0.240352 -0.217217 -0.001628 0.633429 -0.773799
3 22 53 0.914562 0.247555 -0.194175 -0.254145 -0.024323 0.733280 -0.679492
21 39 13 0.972980 0.190289 -0.112507 -0.066647 0.333800 0.506942 -0.794724
17 21 42 0.968828 0.074557 -0.181872 -0.150782 0.440914 0.729638 -0.522707
10 14 46 0.993289 0.104325 0.038084 0.032295 -0.080812 -0.894985 -0.438716
1 25 73 0.858959 0.216990 -0.289881 -0.362041 -0.183239 0.536523 -0.823752
29 47 24 0.967500 0.087170 -0.226535 -0.070908 -0.478476 0.288513 -0.829350
37 43 39 0.971421 0.107869 0.207391 0.041169 -0.132946 -0.965650 -0.223263
6 22 44 0.952705 0.213585 0.168587 0.135323 -0.681183 -0.592137 -0.430539
11 13 19 0.994771 0.101110 0.013774 0.004094 -0.058412 -0.869706 -0.490101
29 49 23 0.994400 0.098036 -0.033279 -0.021199 -0.176193 -0.349052 -0.920391
22 36 20 0.993198 0.103538 0.051788 0.012492 -0.426087 -0.587564 -0.687909
3 18 28 0.929667 0.150000 -0.185390 -0.280801 0.093080 0.761448 -0.641509
30 32 16 0.977089 -0.011466 -0.199358 -0.073636 -0.552700 0.588204 -0.590372
3 9 39 0.995071 0.097989 -0.002593 -0.015024 -0.724706 -0.486511 -0.487965
2 15 57 0.967461 0.175756 -0.095153 -0.155163 -0.677080 0.001478 -0.735908
16 40 10 0.884521 0.245803 -0.342468 -0.199797 0.623190 0.692726 -0.362994
40 43 28 0.953974 0.010141 0.296257 0.045421 0.118736 -0.928950 0.350646
36 41 9 0.990562 0.095464 -0.091462 -0.036179 0.219194 0.511904 -0.830607
35 36 39 0.994237 -0.006517 -0.100438 -0.036901 0.148912 0.918196 -0.367070
32 45 4 0.988069 0.094688 -0.114028 -0.041840 -0.273523 0.385217 -0.881359
19 39 69 0.952813 0.288147 -0.066285 -0.068744 0.001301 0.560441 -0.828193
26 45 23 0.974309 0.192217 -0.100120 -0.061248 -0.202151 0.192762 -0.960197
12 48 70 0.946511 0.282285 -0.123449 -0.095877 -0.177095 -0.049169 -0.982965
42 44 54 0.979460 0.006715 0.199161 0.030792 0.307893 -0.907594 0.285437
25 26 23 0.992872 0.008775 0.101200 0.062340 0.703582 -0.671561 0.232331
33 48 7 0.952217 0.107306 0.279452 0.060617 0.623538 -0.601760 -0.499084
32 49 61 0.953951 0.107365 0.273757 0.059218 0.699911 -0.438403 -0.563851
29 30 23 0.994280 -0.005760 -0.099964 -0.037158 -0.875136 0.288163 -0.388715
32 35 65 0.948761 -0.016834 -0.295960 -0.109441 0.066638 0.849761 -0.522939
34 35 73 0.994265 -0.006246 -0.100157 -0.036958 -0.058857 0.903756 -0.423983
9 34 62 0.955148 0.291270 -0.018798 -0.050008 -0.468593 -0.000017 -0.883414
18 40 65 0.949539 0.284634 -0.100424 -0.085283 0.046919 0.574485 -0.817170
3 19 17 0.877502 0.125000 -0.259199 -0.383641 0.618204 0.654236 -0.435660
17 36 12 0.978846 0.191744 -0.046984 -0.053730 -0.322952 0.227409 -0.918688
14 33 46 0.968966 0.183847 -0.128954 -0.103330 -0.347422 0.208057 -0.914336
11 14 43 0.988224 0.086198 -0.077350 -0.100005 -0.705870 -0.127667 -0.696742
19 38 18 0.980045 0.197643 0.006959 -0.020032 -0.425676 0.199753 -0.882553
21 36 32 0.979277 0.110100 0.157411 0.064168 -0.368347 -0.890688 -0.266449
4 7 29 0.990162 0.085476 -0.050158 -0.098776 -0.452252 0.542395 -0.708008
24 43 17 0.977504 0.194113 -0.066026 -0.049467 -0.141043 0.230845 -0.962714
35 44 10 0.989575 0.104053 0.098683 0.013263 -0.008544 -0.845422 -0.534031
15 25 66 0.994459 0.095136 -0.029133 -0.033938 -0.500254 -0.248438 -0.829473
29 48 69 0.985967 0.093093 -0.130615 -0.046279 -0.530800 0.029012 -0.847000
11 44 12 0.855537 0.332086 -0.317283 -0.238971 0.134828 0.619954 -0.772967
3 4 22 0.967014 -0.031070 -0.103499 -0.230665 0.546164 0.756498 -0.359743
20 42 43 0.934766 0.206465 0.278234 0.078557 -0.492687 -0.787012 -0.371310
12 30 37 0.974434 0.187797 -0.092719 -0.081330 -0.325419 -0.297730 -0.897474
14 43 49 0.893009 0.252228 -0.320755 -0.189820 0.235442 0.685148 -0.689304
3 18 75 0.929667 0.150000 -0.185390 -0.280801 0.093080 0.761448 -0.641509
20 39 27 0.979826 0.198180 -0.001843 -0.025732 -0.191145 0.208361 -0.959192
16 41 43 0.916418 0.262097 -0.256938 -0.159578 0.363579 0.708318 -0.605058
18 42 50 0.950797 0.299024 0.081006 0.002625 -0.509072 -0.056392 -0.858875
34 46 61 0.975459 0.105682 0.189595 0.036936 0.371047 -0.840101 -0.395670
10 43 66 0.879049 0.346828 -0.256644 -0.202774 0.102385 0.663239 -0.741371
36 42 21 0.994846 0.100599 0.006428 -0.010955 -0.173590 -0.269119 -0.947334
19 20 50 0.992587 0.091927 -0.056983 -0.055445 0.056206 0.514623 -0.855572
27 31 77 0.994945 0.099677 -0.000109 -0.012184 -0.113819 -0.557935 -0.822042
18 39 53 0.934372 0.272906 -0.189815 -0.128227 0.435475 0.660821 -0.611292
43 46 46 0.954413 0.008620 0.294850 0.045671 0.618860 -0.783538 0.055503
10 24 41 0.953573 0.169084 -0.170626 -0.181647 -0.293127 0.493446 -0.818894
20 38 72 0.991662 0.104558 0.071870 0.022553 -0.629050 -0.469665 -0.619444
33 47 21 0.976436 0.105721 0.184714 0.035738 0.505462 -0.733395 -0.454577
15 24 22 0.983239 0.084191 -0.122896 -0.105119 -0.303396 0.517048 -0.800383
15 26 10 0.991600 0.104802 0.065486 0.038182 0.048090 -0.872070 -0.487013
15 45 32 0.954874 0.292524 -0.021717 -0.046613 -0.263937 0.002394 -0.964537
44 45 26 0.994891 0.002881 0.099733 0.015367 0.498450 -0.816425 0.291544
39 44 2 0.874424 0.016263 0.479214 0.073971 0.299628 -0.919704 0.253706
39 44 29 0.874424 0.016263 0.479214 0.073971 0.299628 -0.919704 0.253706
36 38 29 0.977053 -0.012065 -0.199497 -0.073643 0.549038 0.818627 -0.168548
41 45 62 0.918904 0.012772 0.389646 0.060240 0.447240 -0.886097 0.121688
33 36 60 0.948679 -0.017952 -0.296163 -0.109426 0.246331 0.878618 -0.409086
2 8 66 0.901267 0.039634 -0.210506 -0.376608 0.241150 0.779657 -0.577912
32 33 67 0.994265 -0.005437 -0.100201 -0.036969 -0.453818 0.751030 -0.479587
6 37 74 0.938367 0.304134 0.145570 0.076020 -0.774754 -0.151706 -0.613792
41 44 16 0.954032 0.010079 0.296034 0.045660 0.299286 -0.918176 0.259580
7 17 36 0.979980 0.115947 0.112062 0.116784 -0.431338 -0.863247 -0.262205
19 40 35 0.954607 0.295845 0.024286 -0.024734 -0.396475 0.299265 -0.867898
18 23 77 0.984511 0.110158 0.113744 0.075269 -0.372627 -0.866544 -0.332041
47 49 39 0.979670 0.005725 0.198173 0.030694 0.945552 -0.300389 -0.125295
10 42 40 0.846742 0.325411 -0.337735 -0.251138 0.369308 0.727735 -0.577939
36 40 15 0.976137 0.089545 -0.188190 -0.061009 0.517867 0.708833 -0.478925
17 19 39 0.961459 -0.027600 -0.199551 -0.187123 0.721801 0.675650 -0.149998
5 6 66 0.994958 0.095527 -0.010067 -0.028835 -0.592425 0.446698 -0.670443
17 39 52 0.897952 0.252057 -0.309681 -0.185058 0.687104 0.644447 -0.335525
10 25 18 0.973810 0.183924 -0.085438 -0.102798 -0.527893 0.024847 -0.848947
24 32 49 0.963917 0.112214 0.221626 0.095675 0.426199 -0.836623 -0.344117
6 21 29 0.973318 0.206320 0.083793 0.055350 -0.778056 -0.132861 -0.613984
5 39 67 0.877817 0.473018 -0.019300 -0.072933 -0.319193 0.810990 -0.490317
17 23 54 0.995103 0.098347 0.004133 -0.008947 -0.529083 -0.288831 -0.797902
19 21 7 0.993938 0.102367 0.036581 0.016421 -0.653895 -0.258880 -0.710917
23 32 67 0.927879 0.116866 0.322746 0.145661 0.470463 -0.813878 -0.340979
7 39 27 0.907065 0.366553 -0.151962 -0.140639 0.207661 0.766367 -0.607913
7 36 14 0.948557 0.300865 0.092270 0.034724 -0.667562 -0.116257 -0.735422
1 35 10 0.736932 0.251474 -0.439581 -0.447728 0.471181 0.627958 -0.619401
10 35 76 0.911450 0.253587 -0.240352 -0.217217 -0.001628 0.633429 -0.773799
20 42 32 0.934766 0.206465 0.278234 0.078557 -0.492687 -0.787012 -0.371310
21 34 76 0.919318 0.118784 0.341828 0.154592 0.154749 -0.977757 -0.141578
16 35 18 0.976559 0.189202 -0.074731 -0.070353 -0.306845 0.242950 -0.920229
4 37 59 0.918395 0.374446 -0.066942 -0.108905 -0.389222 0.623230 -0.678300
22 23 67 0.992990 0.009656 0.100177 0.061993 0.060813 -0.936216 0.346124
18 39 64 0.934372 0.272906 -0.189815 -0.128227 0.435475 0.660821 -0.611292
6 22 36 0.952705 0.213585 0.168587 0.135323 -0.681183 -0.592137 -0.430539
15 45 58 0.954874 0.292524 -0.021717 -0.046613 -0.263937 0.002394 -0.964537
9 43 67 0.913669 0.374270 -0.109599 -0.114539 -0.212066 0.492628 -0.844006
7 22 71 0.978468 0.201253 0.042682 0.016611 -0.689690 -0.122445 -0.713677
26 43 63 0.933912 0.173418 -0.284943 -0.128616 0.169183 0.698037 -0.695788
5 6 35 0.994958 0.095527 -0.010067 -0.028835 -0.592425 0.446698 -0.670443
7 40 44 0.918464 0.379530 -0.066976 -0.088857 -0.167988 0.664870 -0.727824
6 38 17 0.952226 0.298940 0.061446 0.011145 -0.655165 0.253675 -0.711624
27 28 24 0.992978 0.009052 0.100251 0.062147 0.949820 -0.302525 0.079497
16 18 18 0.961283 -0.027508 -0.200454 -0.187073 0.522231 0.798534 -0.299362
9 10 28 0.984320 0.019288 0.101978 0.142625 0.716464 -0.656207 0.236792
4 7 54 0.990162 0.085476 -0.050158 -0.098776 -0.452252 0.542395 -0.708008
17 23 20 0.995103 0.098347 0.004133 -0.008947 -0.529083 -0.288831 -0.797902
36 41 58 0.990562 0.095464 -0.091462 -0.036179 0.219194 0.511904 -0.830607
34 41 63 0.948165 0.081185 -0.294387 -0.087915 0.418804 0.811716 -0.407088
2 23 47 0.867142 0.220413 -0.278851 -0.348892 0.106215 0.718640 -0.687223
4 20 19 0.920116 0.251024 -0.180996 -0.240029 0.264261 0.789800 -0.553517
9 34 71 0.955148 0.291270 -0.018798 -0.050008 -0.468593 -0.000017 -0.883414
21 42 29 0.962845 0.205910 0.170555 0.037981 -0.489621 -0.611469 -0.621592
23 40 60 0.948345 0.177768 -0.237692 -0.111996 0.521129 0.681432 -0.513882
12 48 11 0.946511 0.282285 -0.123449 -0.095877 -0.177095 -0.049169 -0.982965
25 41 23 0.906066 0.162098 -0.358669 -0.155323 0.514025 0.756157 -0.404975
8 36 55 0.954156 0.286558 -0.047417 -0.072270 -0.417990 0.339343 -0.842693
35 37 38 0.977033 -0.012543 -0.199652 -0.073410 0.379259 0.880986 -0.282887
7 21 26 0.978777 0.189740 -0.043472 -0.064063 -0.385124 0.434035 -0.814428
10 16 13 0.971308 0.074518 -0.143347 -0.174527 -0.325281 0.604938 -0.726803
10 14 62 0.993289 0.104325 0.038084 0.032295 -0.080812 -0.894985 -0.438716
14 45 4 0.942745 0.280212 -0.146096 -0.106627 -0.175144 0.306841 -0.935507
14 28 8 0.978660 0.112413 0.142063 0.096985 0.645885 -0.643330 -0.411046
20 38 46 0.991662 0.104558 0.071870 0.022553 -0.629050 -0.469665 -0.619444
15 42 25 0.905265 0.257240 -0.289350 -0.174929 0.302418 0.709192 -0.636859
9 17 9 0.978764 0.078346 -0.119368 -0.147083 -0.192415 0.655731 -0.730064
15 44 7 0.947957 0.283964 -0.112209 -0.090285 -0.178634 0.330092 -0.926892
46 48 19 0.979455 0.005701 0.199196 0.030911 0.881065 -0.471383 -0.039007
16 23 68 0.986305 0.085002 -0.106546 -0.092868 -0.181174 0.564421 -0.805360
35 36 26 0.994237 -0.006517 -0.100438 -0.036901 0.148912 0.918196 -0.367070
8 20 2 0.920275 0.149673 -0.252528 -0.258690 0.642202 0.647121 -0.410866
36 42 49 0.994846 0.100599 0.006428 -0.010955 -0.173590 -0.269119 -0.947334
46 49 53 0.954121 0.008463 0.295769 0.045847 0.894367 -0.358978 -0.266913
16 22 33 0.963781 0.072184 -0.198437 -0.162905 0.281042 0.764969 -0.579515
8 39 48 0.864926 0.335055 -0.296545 -0.227382 0.605875 0.702875 -0.372669
14 32 13 0.979150 0.193648 -0.038481 -0.047793 -0.329502 -0.251935 -0.909922
38 42 63 0.970328 0.107635 0.212289 0.042568 -0.307522 -0.937097 -0.165165
8 21 57 0.953831 0.167234 -0.170284 -0.182326 0.202728 0.716106 -0.667903
17 25 19 0.965652 0.116273 0.190283 0.133377 0.204098 -0.948179 -0.243517
23 25 69 0.971952 0.018481 0.199518 0.123131 0.563477 -0.803103 0.193698
33 47 26 0.976436 0.105721 0.184714 0.035738 0.505462 -0.733395 -0.454577
18 20 38 0.973256 0.077579 -0.165874 -0.138712 0.583328 0.658836 -0.475040
17 24 48 0.987279 0.108692 0.097726 0.062582 -0.215648 -0.898231 -0.382985
6 39 4 0.920874 0.386600 -0.003694 -0.050172 -0.316644 0.645400 -0.695123
43 45 4 0.979658 0.005976 0.198220 0.030703 0.487837 -0.845383 0.217585
13 47 54 0.950665 0.286294 -0.089432 -0.079204 -0.195644 -0.009598 -0.980628
9 37 12 0.900484 0.245776 -0.268190 -0.238324 0.340738 0.734885 -0.586380
10 11 46 0.984409 0.018787 0.101250 0.142601 0.914024 -0.377661 0.148092
8 42 55 0.919924 0.382052 -0.045171 -0.075738 -0.328817 0.463514 -0.822821
46 48 70 0.979455 0.005701 0.199196 0.030911 0.881065 -0.471383 -0.039007
14 15 63 0.990315 -0.012703 -0.100900 -0.094523 -0.380277 0.788514 -0.483358
9 18 57 0.944483 0.060221 -0.207327 -0.247673 0.379235 0.761575 -0.525532
18 40 17 0.949539 0.284634 -0.100424 -0.085283 0.046919 0.574485 -0.817170
26 45 59 0.974309 0.192217 -0.100120 -0.061248 -0.202151 0.192762 -0.960197
23 35 62 0.993764 0.103046 0.041931 0.007495 -0.327601 -0.608871 -0.722464
34 38 17 0.909301 -0.024171 -0.389828 -0.143600 0.585707 0.803314 -0.107859
28 31 16 0.988093 0.091186 -0.106157 -0.063938 -0.544196 0.012120 -0.838871
8 18 66 0.985046 0.082158 -0.093817 -0.118883 -0.095819 0.659875 -0.745240
4 5 2 0.967153 -0.031908 -0.102783 -0.230290 0.889473 0.434071 -0.142900
